시군명,시설명,전화번호,홈페이지주소,팩스번호,설립구분명,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84경도,WGS84위도
부천시,부명초등학교병설유치원,070-7096-6705,http://www.pumyong.es.kr,032-323-4183,공립,14584,경기도 부천시 중동 1176-1번지 부명초등학교병설유치원,경기도 부천시 조마루로 200,126.7652233,37.4978073
부천시,범박초등학교병설유치원,070-7013-2882,http://www.bumbak.es.kr,032-341-2670,공립,14783,경기도 부천시 범박동 47-1번지 범박초등학교,경기도 부천시 범박로 1,126.811319,37.4702756
부천시,동산초등학교병설유치원,070-7099-0303,http://dongsancho.es.kr,032-684-0875,공립,14442,경기도 부천시 오정동 727번지 동산초등학교병설유치원,경기도 부천시 오정로251번길 50,126.7852094,37.5314527
부천시,동곡초등학교병설유치원,070-7096-6106,http://donggok.e-wut.co.kr,032-342-1733,공립,14665,경기도 부천시 역곡동 227번지 동곡초등학교 병설 유치원,경기도 부천시 안곡로 248,126.8169661,37.490566
부천시,까치울초등학교병설유치원,070-701-5277,http://kachiwool.es.kr,032-681-8475,공립,14476,경기도 부천시 작동 125-6번지 까치울초등학교병설유치원,경기도 부천시 역곡로324번길 14,126.8141601,37.5137441
부천시,고리울초등학교병설유치원,070-709-4099,http://www.goriwool.es.kr,032-681-8707,공립,14409,경기도 부천시 고강동 325-4번지 고리울초등학교,경기도 부천시 고리울로 93,126.8270793,37.5272698
부천시,고강초등학교병설유치원,070-7099-0172,http://www.gogang.es.kr,032-683-6177,공립,14408,경기도 부천시 고강동 384번지,경기도 부천시 역곡로482번길 57,126.8197374,37.5271866
부천시,상동유치원,032-323-0230,,032-323-5155,사립,14541,경기도 부천시 상동 527-3번지 진달래마을,경기도 부천시 계남로 72-1,126.7576377,37.5074504
부천시,계남유치원,032-323-1353,http://www.knamkid.com,032-323-1483,사립,14579,경기도 부천시 중동 1180-1번지 미리내마을,경기도 부천시 조마루로 271-1,126.7737831,37.4980225
부천시,상일초등학교병설유치원,032-323-3468,http://www.isangil.net,032-323-5493,공립,14587,경기도 부천시 상동 550-5번지 상일초등학교병설유치원,경기도 부천시 조마루로 57,126.7505092,37.5017141
부천시,낙원유치원,032-327-2381,http://cafe.naver.com/nakwonkids,032-327-2383,사립,14586,경기도 부천시 중동 1172번지 보람마을아주아파트,경기도 부천시 조마루로 134-1,126.7575349,37.4973772
부천시,멘사유치원,032-341-7953,http://www.mensakid.com,032-341-7958,사립,14777,경기도 부천시 범박동 152-1번지,경기도 부천시 범안로96번길 39,126.8070285,37.4726292
부천시,복사초등학교병설유치원,032-346-0169,http://www.poksa.es.kr,032-346-8122,공립,14774,경기도 부천시 소사본동 405번지 복사초등학교병설유치원,경기도 부천시 소사로 96,126.7991868,37.4670928
부천시,부천초등학교병설유치원,032-321-9451,http://bucheon.es.kr,032-325-4977,공립,14512,경기도 부천시 약대동 30번지,경기도 부천시 평천로 670,126.7648547,37.5141596
부천시,성빈센트유치원,032-321-9597,,032-323-7083,사립,14583,경기도 부천시 중동 1171번지 중동신도시포도마을,경기도 부천시 소향로 124-2,126.7610934,37.5020336
부천시,부천일신초등학교병설유치원,032-347-8400,http://www.pcisin.es.kr,032-346-0257,공립,14776,경기도 부천시 범박동 153-8번지 부천일신초등학교 부천일신초등학교 병설유치원,경기도 부천시 범안로96번길 26,126.8069921,37.4735661
부천시,샤인유치원,032-348-0808,,032-348-0812,사립,14788,경기도 부천시 범박동 232-4번지,경기도 부천시 양지남로 69-12,126.8142516,37.4683612
부천시,대장유치원,032-349-2400,,032-341-8543,사립,14774,경기도 부천시 소사본동 403번지,경기도 부천시 소사로78번길 85,126.8011285,37.4680332
부천시,소안초등학교병설유치원,032-351-4562,http://www.soancho.es.kr,032-351-4575,공립,14772,경기도 부천시 소사본동 409-9번지 소안초등학교병설유치원,경기도 부천시 소사동로72번길 29,126.8042482,37.4723903
부천시,부천두리유치원,032-612-4628,http://www.duri.kg.kr,032-612-4629,공립,14612,경기도 부천시 심곡동 300번지,경기도 부천시 장말로 309,126.7764024,37.4919458
부천시,연세유치원,032-613-1700,,,사립,14631,경기도 부천시 심곡동 427-10번지,경기도 부천시 장말로343번길 8,126.7804766,37.4907823
부천시,사랑나무유치원,032-655-3100,,032-656-3100,사립,14627,경기도 부천시 중동 794-23번지,경기도 부천시 부일로370번길 9,126.7712724,37.4870975
부천시,새론원미유치원,032-667-0088,,032-611-0088,사립,14572,경기도 부천시 원미동 194-1번지 원미음악원,경기도 부천시 조종로50번길 72,126.7893222,37.4896543
부천시,미래유치원,032-667-6167,http://www.mrkinder.com,032-667-6169,사립,14550,경기도 부천시 중동 1104번지 꿈마을,경기도 부천시 옥산로 89,126.7803545,37.5014408
부천시,중동사랑아트유치원,032-667-8225,,032-662-8226,사립,14585,경기도 부천시 중동 595-4번지,경기도 부천시 부흥로201번길 23,126.7652027,37.4971766
부천시,한사랑유치원,032-671-7942,,032-681-7942,사립,14428,경기도 부천시 오정동 137-25번지,경기도 부천시 성오로142번길 29,126.7995891,37.5271897
부천시,더크는중앙유치원,032-672-6656,http://cafe.naver.com/thekununjoongang,032-675-6693,사립,14437,경기도 부천시 오정동 576-2번지,경기도 부천시 오정로 226,126.784563,37.5280909
부천시,부천여월초등학교병설유치원,032-676-4047,http://yewul.es.kr,032-672-5668,공립,14485,경기도 부천시 여월동 47번지,경기도 부천시 성곡로63번길 23,126.7966841,37.5181117
부천시,진명유치원,032-678-2926,http://cafe.naver.com/jm2926,032-675-2926,사립,14474,경기도 부천시 작동 64-7번지 어깨동무어린이집,경기도 부천시 성오로 12-1,126.8046877,37.5156927
부천시,오정유치원,032-678-5930,http://www.ojung.kidswon.com,032-684-5930,사립,14428,경기도 부천시 원종동 138-14번지,경기도 부천시 원종로9번길 44,126.8012666,37.5260303
부천시,엄지유치원,032-684-8819,,070-8260-9984,사립,,"경기도 안산시 단원구 성곡로22번길 33 (성곡동,(주)승진기계)",,,
성남시,분도유치원,031-732-6004,,031-749-6004,사립,13225,경기도 성남시 중원구 상대원동 1921번지,경기도 성남시 중원구 박석로25번길 39,127.1614068,37.4348882
성남시,희영유치원,031-8016-8890,,031-8016-8890,사립,13533,경기도 성남시 분당구 백현동 553-2번지,경기도 성남시 분당구 동판교로 49,127.1141305,37.3881709
성남시,희언유치원,031-713-2691,,031-713-2692,사립,13611,경기도 성남시 분당구 정자동 121번지 상록마을,경기도 성남시 분당구 내정로 55,127.1135203,37.3647813
성남시,희소유치원,031-715-4034,http://www.hiheeso.com,031-715-4150,사립,13624,경기도 성남시 분당구 구미동 201번지 건영아파트,경기도 성남시 분당구 미금로 63,127.1148028,37.339011
성남시,희망유치원,031-744-8785,,031-744-8786,사립,13267,경기도 성남시 수정구 신흥동 137번지 명신빌딩,경기도 성남시 수정구 희망로 531,127.1513138,37.4505247
성남시,효자유치원,031-702-1900,http://hyoja.or.kr,031-702-1901,사립,13586,경기도 성남시 분당구 서현동 300번지 효자촌,경기도 성남시 분당구 분당로201번길 17,127.132626,37.3745919
성남시,혜성유치원,031-731-2045,,031-731-2042,사립,13181,경기도 성남시 중원구 금광동 351번지,경기도 성남시 중원구 광명로 308,127.1602065,37.4444405
성남시,현대유치원,031-701-0061,,031-602-0061,사립,13589,경기도 성남시 분당구 서현동 92번지 시범단지현대아파트,경기도 성남시 분당구 중앙공원로 20,127.1294025,37.377839
성남시,해나유치원,031-8017-0008,http://cafe.daum.net/1004hn,031-8017-0009,사립,13479,경기도 성남시 분당구 판교동 577번지,경기도 성남시 분당구 서판교로44번길 2,127.0979068,37.3904466
성남시,한울유치원,031-716-7197,http://cafe.naver.com/hanwool7497,031-716-7498,사립,13625,경기도 성남시 분당구 구미동 211번지 무지개마을대림아파트,경기도 성남시 분당구 미금로 23,127.1167152,37.3350898
성남시,한솔유치원,031-711-7982,http://cafe.naver.com/hansol7982,031-714-7982,사립,13607,경기도 성남시 분당구 정자동 102-3번지 한솔마을,경기도 성남시 분당구 백현로 206-2,127.1170234,37.3672017
성남시,한별유치원,031-717-0394,,031-717-0395,사립,13614,경기도 성남시 분당구 금곡동 181번지 청솔마을한라아파트,경기도 성남시 분당구 정자일로 72,127.1071862,37.3557048
성남시,한국유치원,031-707-3475,http://www.i-hk.co.kr,031-707-3477,사립,13504,경기도 성남시 분당구 야탑동 300번지,경기도 성남시 분당구 벌말로39번길 15-6,127.1364055,37.4113579
성남시,하은유치원,031-704-7336,,031-704-7326,사립,13568,경기도 성남시 분당구 이매동 122번지 이매촌,경기도 성남시 분당구 서현로 177,127.1238787,37.3901977
성남시,하나유치원,031-711-7779,,031-696-6163,사립,13597,경기도 성남시 분당구 수내동 34번지 양지마을,경기도 성남시 분당구 수내로 74,127.1181573,37.3779226
성남시,판교샘유치원,031-8016-2009,,031-8016-2010,사립,13462,경기도 성남시 분당구 운중동 956번지 산운마을,경기도 성남시 분당구 산운로 98,127.0719363,37.3923928
성남시,창조유치원,031-715-8866,http://changjo.moapp.kr,031-711-6127,사립,13604,경기도 성남시 분당구 정자동 240번지,경기도 성남시 분당구 불곡로17번길 7,127.1246531,37.3592831
성남시,창은유치원,031-712-9030,http://cafe.daum.net/CEkindergarten,031-696-5275,사립,13597,경기도 성남시 분당구 수내동 24번지 양지마을,경기도 성남시 분당구 내정로165번길 35,127.1146531,37.3750878
성남시,진영유치원,031-702-2990,http://jinyoung.kidswon.com,031-707-7112,사립,13581,경기도 성남시 분당구 분당동 35번지 샛별마을,경기도 성남시 분당구 분당로 212,127.132012,37.3720877
성남시,즐거운유치원,031-713-6111,,031-717-3549,사립,13618,경기도 성남시 분당구 금곡동 141번지 청솔마을,경기도 성남시 분당구 미금로 215,127.1128796,37.3512036
성남시,중탑유치원,031-705-9671,,031-707-8935,사립,13502,경기도 성남시 분당구 야탑동 211-2번지 매화마을,경기도 성남시 분당구 장미로 173,127.1401024,37.4131376
성남시,자연샘유치원,031-712-4567,,031-712-4569,사립,13628,경기도 성남시 분당구 구미동 66번지 까치마을신원아파트,경기도 성남시 분당구 미금로 177,127.1141069,37.3492292
성남시,이화유치원,031-758-8000,http://ewha.kg.kr,031-721-0345,사립,13296,경기도 성남시 수정구 태평동 4825번지,경기도 성남시 수정구 태평로48번길 11,127.132346,37.4481053
성남시,하원초등학교병설유치원,031-731-6073,http://www.hw.es.kr,031-731-1537,공립,13183,경기도 성남시 중원구 금광동 2412번지,경기도 성남시 중원구 광명로 396,127.1697034,37.4464997
성남시,판교초등학교병설유치원,031-8017-0430,http://pangyo.es.kr,031-8017-0431,공립,13483,경기도 성남시 분당구 판교동 636번지,경기도 성남시 분당구 판교원로 231,127.0914095,37.3868386
성남시,태평초등학교병설유치원,031-721-5186,http://www.tp.es.kr,031-753-9475,공립,13302,경기도 성남시 수정구 태평동 3743번지,경기도 성남시 수정구 남문로32번길 7,127.1313228,37.4445475
성남시,중원초등학교병설유치원,031-734-1270,http://www.joongwon.es.kr,031-743-6482,공립,13245,경기도 성남시 중원구 상대원동 153번지 중원초등학교병설유치원,경기도 성남시 중원구 사기막골로31번길 46,127.1674816,37.4381956
성남시,중부초등학교병설유치원,031-733-2881,http://www.jungbu.es.kr,031-733-4494,공립,13162,경기도 성남시 중원구 은행동 1932-7번지 중부초등학교,경기도 성남시 중원구 자혜로 55,127.16473,37.4512459
성남시,운중초등학교병설유치원,031-781-5485,http://uj.es.kr,031-781-5487,공립,13463,경기도 성남시 분당구 운중동 893번지 운중초등학교,경기도 성남시 분당구 운중로45번길 8,127.0687402,37.3921153
성남시,왕남초등학교병설유치원,031-723-5552,http://www.wang.es.kr,031-723-8422,공립,13105,경기도 성남시 수정구 고등동 461번지 왕남초등학교 왕남초등학교병설유치원,경기도 성남시 수정구 대왕판교로959번길 48,127.0984627,37.4280272
성남시,오리초등학교병설유치원,031-714-0671,http://www.ori.es.kr,031-714-0675,공립,13633,경기도 성남시 분당구 구미동 115번지 오리초등학교,경기도 성남시 분당구 미금로 121,127.1153294,37.3440652
성남시,신백현초등학교병설유치원,031-8017-2073,http://www.shin-bh.es.kr/,031-8017-2705,공립,13536,경기도 성남시 분당구 백현동 559번지 백현동,경기도 성남시 분당구 판교역로14번길 42,127.1118481,37.3871729
성남시,수진초등학교병설유치원,031-757-9263,http://www.sujin.es.kr,031-756-2185,공립,13301,경기도 성남시 수정구 태평동 3756번지,경기도 성남시 수정구 탄리로95번길 16,127.1330965,37.4442752
성남시,성수초등학교병설유치원,031-757-0814,http://www.seongsu.es.kr,031-755-3947,공립,13314,경기도 성남시 수정구 수진동 4786번지,경기도 성남시 수정구 모란로 11,127.1271585,37.4342715
성남시,성남화랑초등학교병설유치원,031-703-8306,http://www.hwa-rang.es.kr,031-703-4433,공립,13533,경기도 성남시 분당구 백현동 547번지 성남화랑(율곡)초등학교,경기도 성남시 분당구 동판교로 77,127.1159397,37.3898091
성남시,성남푸른유치원,031-755-6426,http://www.snpureun.com/,031-755-6427,공립,13282,경기도 성남시 수정구 태평동 7326번지 성남초등학교 성남푸른유치원,경기도 성남시 수정구 수정로 233,127.1442416,37.4458302
성남시,성남중앙초등학교병설유치원,031-754-3963,http://www.snja.es.kr,031-754-3964,공립,13360,경기도 성남시 중원구 성남동 2580번지 성남중앙초등학교병설유치원,경기도 성남시 중원구 원터로94번길 7,127.1432964,37.4359113
성남시,성남제일초등학교병설유치원,031-746-6712,http://songnamjel.es.kr,031-734-6317,공립,13256,경기도 성남시 중원구 중앙동 3030번지,경기도 성남시 중원구 광명로 184,127.1478453,37.4393296
성남시,성남정자초등학교병설유치원,031-711-5724,http://snjj.es.kr,031-711-4378,공립,13554,경기도 성남시 분당구 정자동 6-2번지 성남정자초등학교,경기도 성남시 분당구 분당수서로 442,127.1050777,37.3740332
성남시,이솔유치원,031-715-1114,http://www.isol.kg.kr,031-717-0547,사립,13617,경기도 성남시 분당구 금곡동 133-1번지 이솔유치원,경기도 성남시 분당구 미금로 232,127.1125431,37.3526725
성남시,이매유치원,031-704-5060,http://imae.or.kr,031-696-5322,사립,13564,경기도 성남시 분당구 이매동 140번지 아름마을,경기도 성남시 분당구 탄천로 59,127.1217454,37.3978944
성남시,은혜유치원,031-726-4377,,031-726-4380,사립,13612,경기도 성남시 분당구 정자동 144번지,경기도 성남시 분당구 내정로7번길 24,127.1118777,37.3608363
성남시,은정유치원,031-706-2077,http://ejk.co.kr,031-706-4346,사립,13499,경기도 성남시 분당구 야탑동 334번지 장미마을분산상가,경기도 성남시 분당구 장미로 101,127.1299289,37.4155006
성남시,은서유치원,031-752-8411,,031-752-8410,사립,13304,경기도 성남시 수정구 태평동 3558번지,경기도 성남시 수정구 탄리로95번길 7-17,127.1348807,37.4435524
성남시,우현유치원,031-705-0707,,031-705-0708,사립,13567,경기도 성남시 분당구 이매동 111번지 이매촌,경기도 성남시 분당구 양현로 138,127.1269032,37.3959159
성남시,오렌지유치원,031-734-4767,,031-733-3060,사립,13152,경기도 성남시 중원구 은행동 701번지 거성빌딩,경기도 성남시 중원구 산성대로552번길 11,127.1669513,37.4592708
성남시,예자람유치원,031-716-3315,,031-716-3413,사립,13627,경기도 성남시 분당구 구미동 48번지,경기도 성남시 분당구 미금일로74번길 19,127.1113843,37.3473936
성남시,예은유치원,031-714-0002,,031-712-2736,사립,13608,경기도 성남시 분당구 정자동 111번지 한솔마을,경기도 성남시 분당구 정자로 143,127.1201805,37.3648109
성남시,예원유치원,031-754-9900,http://yeawonworld.co.kr,031-754-9966,사립,13361,경기도 성남시 중원구 성남동 2894번지,경기도 성남시 중원구 원터로93번길 3,127.1430686,37.4349384
성남시,예쁜유치원,031-717-2429,,031-717-2489,사립,13602,경기도 성남시 분당구 정자동 192번지 정든마을,경기도 성남시 분당구 정자로 112,127.1177382,37.3621733
성남시,열린이화유치원,031-717-9599,http://openewha.kid4u.net,031-717-9580,사립,13629,경기도 성남시 분당구 구미동 77번지 까치마을1단지대우아파트,,127.1170764,37.3500643
성남시,양지유치원,031-755-5794,,031-755-5794,사립,13275,경기도 성남시 수정구 태평동 106번지,경기도 성남시 수정구 태평로124번길 8,127.1400693,37.4507455
성남시,안촌유치원,031-712-4042,http://www.anchon.com,031-712-6939,사립,13611,"경기도 성남시 분당구 정자동 88번지 느티마을3,4단지",경기도 성남시 분당구 느티로 70,127.1112439,37.3675044
성남시,아이비유치원,031-735-4768,,031-735-4769,사립,13130,경기도 성남시 수정구 산성동 2184번지,경기도 성남시 수정구 희망로518번길 9,127.153043,37.4505766
성남시,아리솔유치원,031-8017-7475,,031-8017-7476,사립,13489,경기도 성남시 분당구 삼평동 705번지 봇들마을,경기도 성남시 분당구 동판교로 275,127.1136598,37.4059483
성남시,아름다운유치원,031-711-2648,,031-711-2649,사립,13597,경기도 성남시 분당구 수내동 34번지 양지마을,경기도 성남시 분당구 수내로 74,127.1181573,37.3779226
성남시,신흥성모유치원,031-732-4534,,031-736-5324,사립,13259,경기도 성남시 수정구 신흥동 89번지,경기도 성남시 수정구 공원로 432,127.1431851,37.4489128
성남시,신양유치원,031-714-6304,http://www.myshinyang.com,031-714-6377,사립,13603,경기도 성남시 분당구 정자동 198번지 정든마을,경기도 성남시 분당구 불정로 195,127.1220164,37.3621961
성남시,신동유치원,031-749-0306,http://sd.kidis.co.kr,031-735-5293,사립,13260,경기도 성남시 수정구 신흥동 10번지 주공아파트,경기도 성남시 수정구 수정로 289,127.1469336,37.4530259
성남시,신구대학부속유치원,031-743-5770,http://kinder.shingu.ac.kr,031-743-0965,사립,13174,경기도 성남시 중원구 금광동 2685번지 신구대학교,경기도 성남시 중원구 광명로 377,127.1679792,37.4486646
성남시,성남장안초등학교병설유치원,031-701-7075,http://www.snja-e.es.kr,031-701-7076,공립,13583,경기도 성남시 분당구 분당동 91번지 분당풍림아이원 성남장안초등학교,경기도 성남시 분당구 장안로51번길 10,127.1440131,37.3722272
성남시,성남은행초등학교병설유치원,031-731-0160,http://www.sn-eunhaeng.es.kr,031-747-0683,공립,13151,경기도 성남시 중원구 은행동 652번지 성남은행초등학교,경기도 성남시 중원구 순환로447번길 11,127.1701761,37.460852
성남시,성남여수유치원,031-697-0450,http://www.snysk.kg.kr,031-697-0453,공립,13435,경기도 성남시 중원구 여수동 577번지,경기도 성남시 중원구 여수울로 37,127.1325121,37.4199398
성남시,성남양지초등학교병설유치원,031-733-0713,http://www.syj.es.kr/,031-733-1424,공립,13137,경기도 성남시 수정구 양지동 386번지,경기도 성남시 수정구 논골로36번길 33,127.1613456,37.4594676
성남시,성남수정초등학교병설유치원,031-721-5221,http://www.snsj.es.kr,031-721-5047,공립,13323,경기도 성남시 수정구 수진동 4427번지 9,경기도 성남시 수정구 제일로 123,127.1330734,37.4374727
성남시,성남송현초등학교병설유치원,031-8016-2006,http://www.sn-sh.es.kr,031-8016-2004,공립,13490,경기도 성남시 분당구 삼평동 710번지 성남송현초등학교,경기도 성남시 분당구 동판교로 258,127.1163243,37.405225
성남시,성남서초등학교병설유치원,031-753-5700,http://www.songnams.es.kr,031-754-0905,공립,13275,경기도 성남시 수정구 태평동 1862번지 성남서초등학교,경기도 성남시 수정구 태평로126번길 19,127.1292616,37.4486042
성남시,성남북초등학교병설유치원,031-746-4622,http://www.snb.es.kr,031-749-4529,공립,13130,경기도 성남시 수정구 산성동 2137번지 성남북초등학교,경기도 성남시 수정구 희망로534번길 3,127.1509882,37.4516333
성남시,성남동초등학교병설유치원,031-746-6952,http://www.snd-e.es.kr,031-746-9455,공립,13172,경기도 성남시 중원구 금광동 3365번지 성남동초등학교,경기도 성남시 중원구 자혜로32번길 10,127.1625672,37.4492486
성남시,상탑초등학교병설유치원,031-706-4124,http://www.sangtap.es.kr,031-706-4125,공립,13512,경기도 성남시 분당구 야탑동 161번지 상탑초등학교 상탑초등학교병설유치원,경기도 성남시 분당구 판교로 647,127.1456013,37.4060582
성남시,상원초등학교병설유치원,070-760-9957,http://www.sangwon-e.es.kr,031-731-9482,공립,13158,경기도 성남시 중원구 은행동 421번지 상원초등학교병설유치원,경기도 성남시 중원구 은행로 6,127.1626224,37.4539428
성남시,상대원초등학교병설유치원,031-736-7321,http://www.sangdaewon.es.kr,031-736-7415,공립,,경기도 성남시 중원구 순환로 상대원초등학교,,,
성남시,삼평유치원,031-8017-5032,http://www.spkids.kg.kr/,031-8017-5033,공립,13492,경기도 성남시 분당구 삼평동 724번지,경기도 성남시 분당구 동판교로 221,127.1163535,37.4021435
성남시,산운유치원,031-8017-9532,http://www.snsukids.com,031-8017-9533,공립,13468,경기도 성남시 분당구 운중동 927번지,경기도 성남시 분당구 판교원로117번길 11,127.0789686,37.3894422
성남시,복정초등학교병설유치원,031-759-5897,http://www.bokchong.es.kr,031-759-5120,공립,13112,경기도 성남시 수정구 복정동 665번지 복정초등학교,경기도 성남시 수정구 성남대로1480번길 25,127.129454,37.462191
성남시,백현초등학교병설유치원,031-718-6538,http://www.baekhyeon.es.kr,031-713-1275,공립,13609,경기도 성남시 분당구 정자동 76번지 백현초등학교,경기도 성남시 분당구 백현로144번길 26,127.1112954,37.3718923
성남시,도촌초등학교병설유치원,031-755-0697,http://www.sdc.kg.kr,031-755-0689,공립,13424,경기도 성남시 중원구 도촌동 646번지 도촌초등학교 도촌초등학교병설유치원,경기도 성남시 중원구 도촌남로 99,127.1579296,37.414386
성남시,도촌유치원,031-759-9772,http://www.dochon.kg.kr,031-759-9773,공립,13428,경기도 성남시 중원구 도촌동 700번지 휴먼시아섬마을1단지아파트 22-1,,127.148146,37.4136866
성남시,숲속그림유치원,031-704-7558,http://g-rim.co.kr,031-705-2876,사립,13441,경기도 성남시 분당구 야탑동 331번지 장미마을,경기도 성남시 분당구 장미로 55,127.1274662,37.4153861
성남시,숲리라유치원,031-8016-9091,,031-8016-9095,사립,13474,경기도 성남시 분당구 판교동 532-1번지,경기도 성남시 분당구 서판교로132번길 12,127.0973862,37.3985291
성남시,솔빛유치원,031-718-7180,http://town.cyworld.com/solvit,031-718-7179,사립,13615,경기도 성남시 분당구 금곡동 176번지 청솔마을,경기도 성남시 분당구 정자일로 30,127.1072386,37.3527854
성남시,세화유치원,031-702-8109,http://www.sehwakids.org,031-781-3197,사립,13587,경기도 성남시 분당구 서현동 308번지 효자촌,경기도 성남시 분당구 불정로 362,127.1360766,37.3722815
성남시,성체유치원,031-751-1457,,031-758-7058,사립,13331,경기도 성남시 수정구 수진동 664-2번지,경기도 성남시 수정구 탄리로 31,127.1373475,37.4391077
성남시,성지유치원,031-716-1122,,031-717-2799,사립,13623,경기도 성남시 분당구 구미동 221번지 무지개마을청구아파트,경기도 성남시 분당구 무지개로 144,127.1187752,37.3391784
성남시,성마르코유치원,031-709-2872,http://markkids.ddoriongi.co.kr,031-702-2872,사립,13505,경기도 성남시 분당구 야탑동 389번지,경기도 성남시 분당구 매화로37번길 5,127.1331288,37.4107488
성남시,선경유치원,031-741-6474,http://21sk.or.kr,031-744-6474,사립,13162,경기도 성남시 중원구 은행동 1932-6번지 현대아파트,,127.1625381,37.4514922
성남시,서현유치원,031-701-1100,http://www.seohyun.kr,031-701-1101,사립,13588,경기도 성남시 분당구 서현동 87번지 한신아파트,경기도 성남시 분당구 중앙공원로 53,127.1282939,37.3833364
성남시,서판교유치원,031-702-6661,http://www.spankyo.co.kr,031-702-6662,사립,13483,경기도 성남시 분당구 판교동 635번지 판교원마을,경기도 성남시 분당구 판교원로 209,127.090134,37.387254
성남시,샛별유치원,031-702-6006,,031-702-7003,사립,13581,경기도 성남시 분당구 분당동 39번지 샛별마을,경기도 성남시 분당구 수내로 201,127.1291532,37.3705861
성남시,샘터유치원,031-712-3518,,031-711-9119,사립,13597,경기도 성남시 분당구 수내동 36번지 양지마을,경기도 성남시 분당구 내정로 185,127.1197458,37.3756415
성남시,새그린유치원,031-743-8683,,031-743-8685,사립,13151,경기도 성남시 중원구 은행동 550-3번지,경기도 성남시 중원구 순환로453번길 51,127.1676742,37.4590265
성남시,삼성유치원,031-706-3480,http://www.lovesamsung.co.kr,031-706-3485,사립,13566,경기도 성남시 분당구 이매동 100번지 이매촌,경기도 성남시 분당구 양현로 220,127.1267678,37.4028628
성남시,사랑하는유치원,031-758-3535,,031-754-1942,사립,13281,경기도 성남시 수정구 태평동 7335-8번지,경기도 성남시 수정구 수정북로 101,127.140408,37.4443841
성남시,뽀뽀뽀유치원,031-704-0767,http://www.pppkinder.net,031-704-0778,사립,13501,경기도 성남시 분당구 야탑동 207-2번지 신일학원,경기도 성남시 분당구 양현로 515,127.1387615,37.4149412
성남시,분당중앙유치원,031-701-2393,,031-709-2393,사립,13587,경기도 성남시 분당구 서현동 315-2번지,경기도 성남시 분당구 분당로263번길 61,127.1415992,37.3733653
성남시,대하초등학교병설유치원,031-752-9441,http://www.daeha.es.kr,031-753-1795,공립,13390,경기도 성남시 중원구 하대원동 167-2번지 대하초등학교병설유치원,경기도 성남시 중원구 시민로 14,127.1514005,37.4315225
성남시,대일초등학교병설유치원,031-749-6777,http://www.daeil.es.kr,031-749-0770,공립,13243,경기도 성남시 중원구 상대원동 2511번지 대일초등학교,경기도 성남시 중원구 금상로58번길 22,127.1638779,37.438579
성남시,대원초등학교병설유치원,031-746-9371,http://www.dw.es.kr,031-746-9373,공립,13399,경기도 성남시 중원구 상대원동 4128번지 24,경기도 성남시 중원구 희망로 343,127.1578734,37.4364156
성남시,단대초등학교병설유치원,031-745-8896,http://www.dandae.es.kr,031-741-2017,공립,13142,경기도 성남시 수정구 단대동 77번지 단대초등학교,경기도 성남시 수정구 단대로 30,127.1574898,37.4531928
성남시,단남초등학교병설유치원,031-741-2188,http://www.dannam.es.kr,031-745-4774,공립,13192,경기도 성남시 중원구 금광동 210번지,경기도 성남시 중원구 광명로300번길 25,127.1611743,37.442529
성남시,늘푸른초등학교병설유치원,031-712-5164,http://www.npr.es.kr,031-711-3313,공립,13561,경기도 성남시 분당구 정자동 178-5번지,경기도 성남시 분당구 정자일로 87,127.1051575,37.3579231
성남시,낙생초등학교병설유치원,031-781-5615,http://www.naksaeng.es.kr,031-781-5616,공립,13479,경기도 성남시 분당구 판교동 551번지,경기도 성남시 분당구 서판교로74번길 11,127.0989954,37.3940047
성남시,금빛초등학교병설유치원,031-755-0460,http://www.gumbitch.es.kr,031-722-5543,공립,13278,경기도 성남시 수정구 태평동 7289번지 금빛초등학교,경기도 성남시 수정구 남문로 112,127.1399611,37.4471867
성남시,검단초등학교병설유치원,031-753-4764,http://www.gomdan.es.kr,031-753-4765,공립,13387,경기도 성남시 중원구 하대원동 123번지,경기도 성남시 중원구 원터로 25,127.1436569,37.4293065
성남시,분당유치원,031-718-8004,http://www.bundang.kg.kr,031-717-2915,사립,13602,경기도 성남시 분당구 정자동 193번지 정든마을,경기도 성남시 분당구 불정로 119,127.1177916,37.360173
성남시,분당성모유치원,031-715-3344,http://stmary.or.kr,031-715-7747,사립,13622,경기도 성남시 분당구 구미동 238번지,경기도 성남시 분당구 구미로130번길 20,127.1243287,37.3400648
성남시,배성유치원,031-703-6767,http://bskids.co.kr,031-703-6888,사립,13516,경기도 성남시 분당구 야탑동 397번지,경기도 성남시 분당구 판교로 624-1,127.1422919,37.4060261
성남시,미래유치원,031-731-2003,,031-731-2004,사립,13130,경기도 성남시 수정구 산성동 2120번지,경기도 성남시 수정구 수정로332번길 6-4,127.1500186,37.4527968
성남시,문정유치원,031-704-5456,http://cafe.naver.com/maesong4567,031-703-1065,사립,13523,경기도 성남시 분당구 이매동 133번지 아름마을,경기도 성남시 분당구 탄천로 95,127.1214675,37.4007239
성남시,동은유치원,031-717-0122,http://www.dongeun-u.com,031-717-5867,사립,13625,경기도 성남시 분당구 구미동 202번지 무지개마을LG아파트,,127.1145173,37.3367858
