시군명,구/읍면동명,시설명,전화번호,시설구분명,공사립구분명,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84경도,WGS84위도
부천시,괴안동,늘푸른어린이집,032-345-3312,어린이집,가정,14699,경기도 부천시 괴안동 204-5번지 삼익세라믹아파트 105동 108호,"경기도 부천시 소사구 소안로 20 105동 108호(괴안동, 삼익세라믹아파트)",126.8026215,37.4763069
부천시,괴안동,늘사랑소사어린이집,032-342-0999,어린이집,가정,14699,경기도 부천시 괴안동 204-6번지 삼익세라믹아파트 107동 106호,"경기도 부천시 소사구 소안로 22 107동 106호(괴안동, 삼익세라믹아파트)",126.8020868,37.4767204
부천시,중동,예성어린이집,032-321-1100,어린이집,가정,14586,경기도 부천시 중동 1172번지 보람마을아주11단지아파트 1102동 106호,"경기도 부천시 원미구 부흥로 133 1102동 106호(중동, 보람마을아주11단지아파트)",126.7575399,37.4973822
부천시,원미동,예쁜마음어린이집,032-217-1004,어린이집,가정,14645,경기도 부천시 원미동 114-1번지 원미동풍림아파트 106동 109호,"경기도 부천시 원미구 원미로 98 106동 109호(원미동, 원미동풍림아파트)",126.7910391,37.4913518
부천시,상동,예쁜꿈어린이집,032-322-9353,어린이집,가정,14597,경기도 부천시 상동 397번지 반달마을동아아파트 1813동 102호,"경기도 부천시 원미구 상일로 69 1813동 102호(상동, 반달마을동아아파트)",126.7500166,37.4922091
부천시,중동,예린어린이집,032-662-1948,어린이집,가정,14574,경기도 부천시 중동 1101번지 연화마을쌍용14단지아파트 1407동 104호,"경기도 부천시 원미구 옥산로 45 1407동 104호(중동, 연화마을쌍용14단지아파트)",126.781396,37.4975333
부천시,중동,아이린어린이집,032-667-0075,어린이집,가정,14619,경기도 부천시 중동 1288번지 팰리스카운티 114동 103호,"경기도 부천시 원미구 중동로 107 114동 103호(중동, 팰리스카운티)",126.7659619,37.4917985
부천시,중동,아이다운어린이집,032-664-4915,어린이집,가정,14574,경기도 부천시 중동 1101번지 연화마을쌍용14단지아파트 1403동 102호,"경기도 부천시 원미구 옥산로 45 1403동 102호(중동, 연화마을쌍용14단지아파트)",126.781396,37.4975333
부천시,춘의동,숲속아이어린이집,032-213-0965,어린이집,민간,14553,경기도 부천시 춘의동 214-6번지,경기도 부천시 원미구 조마루로371번길 75,126.7857816,37.5014264
부천시,중동,숲보아어린이집,032-327-4776,어린이집,가정,14538,경기도 부천시 중동 1037번지 은하마을대우아파트 509동 104호,"경기도 부천시 원미구 석천로 216 509동 104호(중동, 은하마을대우아파트)",126.7643201,37.5061465
부천시,역곡동,숙명키즈어린이집,032-345-5513,어린이집,민간,14668,경기도 부천시 역곡동 103-6번지,경기도 부천시 원미구 지봉로115번길 44 (역곡동),126.8110921,37.4904233
부천시,도당동,아름어린이집,032-677-0607,어린이집,민간,14532,경기도 부천시 도당동 246-101번지,경기도 부천시 원미구 정주로14번길 37 (도당동),126.7793842,37.5079199
부천시,송내동,아름드리어린이집,032-613-8899,어린이집,가정,14721,경기도 부천시 송내동 368번지 뉴서울 107동103호,"경기도 부천시 소사구 중동로71번길 39 107동103호(송내동, 뉴서울)",126.7628507,37.4858529
부천시,중동,아롱다롱어린이집,032-323-3578,어린이집,가정,14511,경기도 부천시 중동 1027번지 한라마을 124동 107호,"경기도 부천시 원미구 도약로 106 124동 107호(중동, 한라마을)",126.7613675,37.5099464
부천시,중동,아띠랑어린이집,032-323-7979,어린이집,가정,14579,경기도 부천시 중동 1179번지 미리내마을 916동 101호,"경기도 부천시 원미구 조마루로285번길 47 916동 101호(중동, 미리내마을)",126.7720419,37.5003844
부천시,괴안동,아기천사어린이집,032-344-6651,어린이집,가정,14779,경기도 부천시 괴안동 201-5번지 반도하이츠 나동 102호,"경기도 부천시 소사구 경인로577번가길 43 나동 102호(괴안동, 반도하이츠)",126.819847,37.4892368
부천시,고강동,고강예쁜어린이집,032-681-9754,어린이집,민간,14469,경기도 부천시 고강동 558-1번지,경기도 부천시 오정구 지양로158번길 5 (고강동),126.8252675,37.5232813
부천시,고강동,고강본동어린이집,032-675-6901,어린이집,국공립,14469,경기도 부천시 고강동 423번지,경기도 부천시 오정구 지양로152번길 109 (고강동),126.8201552,37.5229204
부천시,중동,예랑어린이집,032-324-2679,어린이집,가정,14579,경기도 부천시 중동 1180-1번지 미리내마을롯데2차9단지아파트 943동 103호,"경기도 부천시 원미구 조마루로 269 943동 103호(중동, 미리내마을롯데2차9단지아파트)",126.7737861,37.4980235
부천시,괴안동,꼬마어린이집,032-343-5495,어린이집,가정,14684,경기도 부천시 괴안동 117-7번지 남향아파트 104호,"경기도 부천시 소사구 부광로30번길 14 104호(괴안동,남향아파트)",126.813109,37.4821086
부천시,상동,하얀마음어린이집,032-216-2160,어린이집,가정,14590,경기도 부천시 상동 570-5번지 하얀마을경남아파트 2619동 101호,"경기도 부천시 원미구 부흥로 109 2619동 101호(상동, 하얀마을경남아파트)",126.754374,37.4986298
부천시,오정동,소현어린이집,032-681-3994,어린이집,민간,14433,경기도 부천시 오정동 140-36번지,경기도 부천시 오정구 성오로149번길 64 (오정동),126.7974643,37.5239288
부천시,소사본동,소사큰나무어린이집,032-344-1282,어린이집,민간,14755,경기도 부천시 소사본동 103-6번지,경기도 부천시 소사구 호현로489번가길 29 (소사본동),126.7921743,37.479947
부천시,원종동,신화어린이집,032-678-6900,어린이집,가정,14425,경기도 부천시 원종동 468번지 세창짜임 102동106호,"경기도 부천시 오정구 소사로 855 102동106호(원종동,세창짜임)",126.8056912,37.5324878
부천시,심곡동,신한국몬테소리어린이집,032-654-3322,어린이집,민간,14630,경기도 부천시 심곡동 365-1번지,경기도 부천시 원미구 장말로 373 (심곡동),126.7835249,37.4902462
부천시,송내동,행복나무어린이집,032-667-2440,어린이집,민간,14745,경기도 부천시 송내동 463-56번지,경기도 부천시 소사구 성주로 106 (송내동),126.7681166,37.4795275
부천시,원종동,햇살가득까꿍행복숲어린이집,032-671-7771,어린이집,가정,14428,경기도 부천시 원종동 138-7번지 미성타운7차 A동 102호,"경기도 부천시 오정구 성오로140번길 33 A동 102호(원종동, 미성타운7차)",126.8006696,37.5267418
부천시,약대동,해피키즈어린이집,032-678-3055,어린이집,민간,14514,경기도 부천시 약대동 196번지 두산위브1단지 관리동1층,"경기도 부천시 원미구 수도로 18 (약대동,두산위브1단지 관리동1층)",126.7682098,37.5122846
부천시,고강동,고강1동어린이집,032-684-4900,어린이집,국공립,14415,경기도 부천시 고강동 290-2번지,경기도 부천시 오정구 고강로72번길 8 (고강동),126.8119983,37.5294598
부천시,고강동,아기별어린이집,032-684-4581,어린이집,가정,14421,경기도 부천시 고강동 306번지 동광모닝스카이 102동 104호,"경기도 부천시 오정구 원종로107번길 14-11 102동 104호(고강동, 동광모닝스카이)",126.8131133,37.5251584
부천시,원종동,아기벗어린이집,032-678-7184,어린이집,민간,14427,경기도 부천시 원종동 230-13번지 1층 아기벗 어린이집,경기도 부천시 오정구 원종로35번길 76 (원종동) 1층 아기벗 어린이집,126.8041294,37.5274792
부천시,송내동,아기뜰어린이집,032-613-5250,어린이집,가정,14743,경기도 부천시 송내동 409번지 송내자이아파트 107동 101호,"경기도 부천시 소사구 경인로 20 107동 101호(송내동, 송내자이아파트)",126.7572112,37.4829582
부천시,중동,아기나무어린이집,032-329-4645,어린이집,가정,14586,경기도 부천시 중동 1172번지 보람마을아주11단지아파트 1114동 101호,"경기도 부천시 원미구 부흥로 133 1114동 101호(중동, 보람마을아주11단지아파트)",126.7575399,37.4973822
부천시,원종동,아기나라어린이집,032-672-5835,어린이집,가정,14414,경기도 부천시 원종동 299-4번지 자산빌라,경기도 부천시 오정구 원종로85번길 99 (원종동),126.8094843,37.5286377
부천시,오정동,아기곰어린이집,032-677-2357,어린이집,가정,14442,경기도 부천시 오정동 726번지 오정생활휴먼시아2단지아파트 201동 102호,"경기도 부천시 오정구 오정로 253 201동 102호(오정동, 오정생활휴먼시아2단지아파트)",126.788207,37.5316144
부천시,소사본동,아가소리어린이집,032-347-7393,어린이집,가정,14761,경기도 부천시 소사본동 232-36번지,경기도 부천시 소사구 소사로125번가길 7-7 (소사본동),126.7950917,37.46985
부천시,상동,아가궁전어린이집,032-321-7176,어린이집,가정,14597,경기도 부천시 상동 395번지 반달삼익아파트 1831동102호,"경기도 부천시 장말로 102 1831동102호(상동,반달삼익아파트)",126.7532967,37.4933441
부천시,상동,해피맘어린이집,032-348-8458,어린이집,가정,14598,경기도 부천시 상동 399번지 반달마을극동신라아파트 1836동 103호,"경기도 부천시 원미구 상일로 72 1836동 103호(상동, 반달마을극동신라아파트)",126.7497418,37.4905183
부천시,상동,해와달어린이집,032-322-5848,어린이집,가정,14507,경기도 부천시 상동 526-6번지 진달래마을신동아아파트 2223동 102호,"경기도 부천시 원미구 계남로 79 2223동 102호(상동, 진달래마을신동아아파트)",126.7577732,37.5091894
부천시,송내동,해맑은사랑나무어린이집,032-613-0407,어린이집,민간,14736,경기도 부천시 송내동 576번지,경기도 부천시 소사구 경인로150번길 17 (송내동),126.7720671,37.483186
부천시,소사본동,해님달님어린이집,032-351-0994,어린이집,민간,14757,경기도 부천시 소사본동 212-7번지,경기도 부천시 소사구 호현로387번길 7 (소사본동),126.792177,37.4724326
부천시,상동,한울어린이집,032-327-9711,어린이집,민간,14541,경기도 부천시 상동 527-1번지 써미트빌 보육동 한울어린이집,경기도 부천시 원미구 계남로 60-1 써미트빌 보육동 한울어린이집,126.7559658,37.5084901
부천시,삼정동,맑은샘어린이집,032-672-9325,어린이집,민간,14499,경기도 부천시 삼정동 290-15번지,경기도 부천시 오정구 삼작로74번길 80 (삼정동),126.7692191,37.5165969
부천시,도당동,미래어린이집,032-684-6841,어린이집,민간,14459,경기도 부천시 도당동 113-6번지,경기도 부천시 원미구 성곡로97번길 46 (도당동),126.7930855,37.5217552
부천시,상동,린강어린이집,032-325-0833,어린이집,민간,14598,경기도 부천시 상동 403번지 서진프라자 3층,경기도 부천시 원미구 부일로205번길 47 서진프라자 3층 (상동),126.753115,37.4908389
부천시,중동,리틀영재어린이집,032-325-8114,어린이집,민간,14579,경기도 부천시 중동 1178번지,경기도 부천시 원미구 소향로 206-1,126.7698894,37.5001676
부천시,심곡동,리틀에디슨어린이집,032-665-7779,어린이집,민간,14641,경기도 부천시 심곡동 161-22번지 1층,경기도 부천시 원미구 부흥로402번길 36 (심곡2동 161-22) 1층,126.7843348,37.4885863
부천시,중동,리베어린이집,032-612-2500,어린이집,가정,14613,경기도 부천시 중동 1289번지 팰리스카운티 105동 104호,"경기도 부천시 원미구 중동로 108 105동 104호(중동, 팰리스카운티)",126.7669886,37.4918078
부천시,심곡동,리더아이어린이집,032-611-7003,어린이집,민간,14640,경기도 부천시 심곡동 162-20번지,경기도 부천시 원미구 부흥로414번길 32 (심곡동),126.7855532,37.4879722
부천시,범박동,라온제나어린이집,032-343-8274,어린이집,가정,14788,경기도 부천시 범박동 234-1번지 휴먼시아 212동 102호,"경기도 부천시 소사구 양지남로68번길 25 212동 102호(범박동,휴먼시아)",126.8141071,37.4674379
부천시,중동,파스텔어린이집,032-322-3710,어린이집,가정,14581,경기도 부천시 중동 1182번지 그린타운우성1차아파트 1309동 105호,"경기도 부천시 원미구 중동로 202 1309동 105호(중동, 그린타운우성1차아파트)",126.7681871,37.4976775
부천시,원종동,피터팬어린이집,032-682-7993,어린이집,민간,14467,경기도 부천시 원종동 362-2번지,경기도 부천시 오정구 소사로724번길 36 (원종동),126.8076679,37.5205149
부천시,고강동,풀잎어린이집,032-684-9977,어린이집,가정,14406,경기도 부천시 고강동 413-11번지 신탁골드빌 102동 102호,"경기도 부천시 오정구 역곡로496번길 125-8 102동 102호(고강동, 신탁골드빌)",126.8243056,37.5282822
부천시,상동,푸른스쿨어린이집,032-651-4834,어린이집,민간,14620,경기도 부천시 상동 245-17번지,경기도 부천시 원미구 석천로38번길 77 (상동),126.764668,37.4904408
부천시,상동,푸른솔어린이집,032-327-3577,어린이집,가정,14597,경기도 부천시 상동 397번지 반달마을아파트 1815동102호,"경기도 부천시 원미구 상일로 71 1815동102호(상동,반달마을아파트)",126.7511083,37.4930908
부천시,심곡동,푸른꼬마숲어린이집,032-612-3033,어린이집,민간,14631,경기도 부천시 심곡동 447-25번지 1~2층,경기도 부천시 원미구 신흥로92번길 12 (심곡동)1~2층,126.7786043,37.4916679
부천시,송내동,푸르지오몬테소리어린이집,032-665-2880,어린이집,가정,14722,경기도 부천시 송내동 372번지 중동역푸르지오아파트 110동 104호,"경기도 부천시 소사구 중동로 64 110동 104호(송내동, 중동역푸르지오아파트)",126.7656338,37.4853431
부천시,역곡동,퐁피두창의스쿨어린이집,032-345-9490,어린이집,민간,14663,경기도 부천시 역곡동 62-39번지 퐁피두창의스쿨어린이집,경기도 부천시 원미구 지봉로 75 (역곡동) 퐁피두창의스쿨어린이집,126.8076311,37.487275
부천시,중동,포도나무어린이집,032-323-6622,어린이집,가정,14539,경기도 부천시 중동 1055번지 중흥마을아파트 618동 102호,"경기도 부천시 원미구 중동로280번길 27 618동 102호(중동, 중흥마을아파트)",126.7721194,37.5046589
부천시,소사본동,평강어린이집,032-349-7163,어린이집,민간,14702,경기도 부천시 소사본동 156-6번지,경기도 부천시 소사구 은성로67번길 29 (소사본동),126.7981937,37.4765192
부천시,중동,건강한어린이집,032-324-9365,어린이집,가정,14583,경기도 부천시 중동 1170번지 포도마을영남아파트 819동 104호,"경기도 부천시 원미구 조마루로 135 819동 104호(중동, 포도마을영남아파트)",126.7598963,37.5003062
부천시,중동,감나무어린이집,032-323-4580,어린이집,가정,14539,경기도 부천시 중동 1052번지 중흥마을아파트 624동 104호,"경기도 부천시 원미구 계남로 196 624동 104호(중동, 중흥마을아파트)",126.7718423,37.5065144
부천시,소사본동,SK아름드리어린이집,032-341-9020,어린이집,가정,14700,경기도 부천시 소사본동 135번지 소사에스케이뷰 108동 102호,"경기도 부천시 소사구 소삼로 60 ,108동 102호(소사본동, 소사에스케이뷰)",126.7995867,37.4781578
부천시,소사본동,예지움몬데소리어린이집,032-342-5713,어린이집,민간,14699,경기도 부천시 소사본동 244-33번지 삼원맨션 203호,"경기도 부천시 소사구 은성로 91 203호(소사본동, 삼원맨션)",126.8008263,37.4753217
부천시,송내동,예일어린이집,032-207-6450,어린이집,가정,14723,경기도 부천시 송내동 377-7번지 중동역2차푸르지오아파트 202동 101호,"경기도 부천시 소사구 경인로117번길 27 202동 101호(송내동, 중동역2차푸르지오아파트)",126.7665914,37.4857126
부천시,심곡동,예은아기사랑어린이집,032-614-0100,어린이집,민간,14573,경기도 부천시 심곡동 181-6번지,경기도 부천시 원미구 부흥로413번길 9,126.7866345,37.489441
부천시,범박동,또래어린이집,032-213-1717,어린이집,가정,14778,경기도 부천시 범박동 151-2번지 현대홈타운5단지아파트 501동 101호,"경기도 부천시 소사구 범안로 130-27 501동 101호(범박동, 현대홈타운5단지아파트)",126.8083267,37.4699191
부천시,괴안동,또래또아이어린이집,032-348-8263,어린이집,가정,14688,경기도 부천시 괴안동 99번지 아주아파트 1동101호,"경기도 부천시 소사구 범안로21번길 39 1동101호(괴안동,아주아파트)",126.8097751,37.4800596
부천시,심곡본동,또또와몬테소리어린이집,032-611-1165,어린이집,민간,14753,경기도 부천시 심곡본동 747-28번지 우성하이츠,경기도 부천시 소사구 성무로9번길 29 (심곡본동),126.7862616,37.4822323
부천시,약대동,위브숲 어린이집,032-675-0843,어린이집,가정,14535,경기도 부천시 약대동 209번지 두산위브트레지움아파트2단지 213동 101호,"경기도 부천시 원미구 도약로 206 213동 101호(약대동, 두산위브트레지움아파트 2단지)",126.7709309,37.5101527
부천시,상동,파란꿈어린이집,032-323-8807,어린이집,가정,14508,경기도 부천시 상동 525-1번지 라일락마을주공아파트 2304동 102호,"경기도 부천시 원미구 도약로 16 2304동 102호(상동, 라일락마을주공아파트)",126.7505419,37.5124396
부천시,송내동,토담어린이집,070-4950-1527,어린이집,가정,14733,경기도 부천시 송내동 456-5번지 동양엔파크 102동 103호,경기도 부천시 소사구 중동로22번길 64 102동 103호(동양엔파크 아파트),126.7674392,37.482139
부천시,심곡본동,탑몬테쏘리어린이집,032-667-5557,어린이집,민간,14749,경기도 부천시 심곡본동 568-6번지,경기도 부천시 소사구 성주로214번길 12 (심곡본동),126.780183,37.477698
부천시,송내동,새싹어린이집,032-655-0653,어린이집,가정,14745,경기도 부천시 송내동 450-1번지 현대고층아파트 105동 107호,"경기도 부천시 소사구 성주로 86-4 105동 107호(송내동, 현대고층아파트)",126.7643292,37.4787883
부천시,중동,새솔어린이집,032-657-5517,어린이집,민간,14609,경기도 부천시 중동 775-1번지 1층,경기도 부천시 원미구 장말로237번길 8-1 1층 (중동),126.7688138,37.4924997
부천시,중동,중흥어린이집,032-322-2191,어린이집,가정,14539,경기도 부천시 중동 1055번지 중흥마을영남아파트 612동 101호,"경기도 부천시 원미구 중동로280번길 27 612동 101호(중동, 중흥마을영남아파트)",126.7721194,37.5046589
부천시,오정동,예스어린이집,032-683-4915,어린이집,가정,14436,경기도 부천시 오정동 192-8번지,경기도 부천시 오정구 오정로252번길 16 (오정동),126.7873844,37.5296307
부천시,원종동,지혜어린이집,032-676-1801,어린이집,민간,14432,경기도 부천시 원종동 214-6번지,경기도 부천시 오정구 성오로102번길 34 (원종동),126.8024541,37.5226795
부천시,중동,지니어린이집,032-321-0098,어린이집,가정,14579,경기도 부천시 중동 1179번지 미리내마을한신아파트 919동 104호,"경기도 부천시 원미구 조마루로285번길 47 919동 104호(중동, 미리내마을한신아파트)",126.7720419,37.5003844
부천시,중동,새봄어린이집,032-324-0442,어린이집,가정,14535,경기도 부천시 중동 1051-1번지 2층 새봄어린이집,경기도 부천시 원미구 중동로 326 2층 새봄어린이집,126.7700077,37.508767
부천시,상동,새들어린이집,032-326-5437,어린이집,가정,14591,경기도 부천시 상동 571-1번지 백송마을상록엘지아파트 2702동 101호,"경기도 부천시 원미구 조마루로 48 2702동 101호(상동, 백송마을상록엘지아파트)",126.7493017,37.5004212
부천시,소사본동,새그림나라예능어린이집,032-346-1110,어린이집,민간,14766,경기도 부천시 소사본동 219-15번지,경기도 부천시 소사구 은성로68번길 76 (소사본동),126.7981927,37.4718484
부천시,상동,상동제일어린이집,032-321-0065,어린이집,가정,14508,경기도 부천시 상동 525-1번지 라일락마을주공아파트 2301동 101호,"경기도 부천시 원미구 도약로 16 2301동 101호(상동, 라일락마을주공아파트)",126.7505419,37.5124396
부천시,상동,상동아기별어린이집,032-226-2620,어린이집,가정,14591,경기도 부천시 상동 571-4번지 백송마을동남 2719동 102호,"경기도 부천시 원미구 부흥로 71 2719동 102호(상동, 백송마을동남)",126.7503837,37.4987909
부천시,상동,상2동어린이집,032-329-4224,어린이집,국공립,14589,경기도 부천시 상동 557-7번지,경기도 부천시 원미구 조마루로 95 (상동),126.7544174,37.5005761
부천시,약대동,산들어린이집,032-205-1066,어린이집,가정,14535,경기도 부천시 약대동 209번지 두산위브트레지움아파트2단지 202동 101호,"경기도 부천시 원미구 도약로 206 (약대동, 두산위브트레지움아파트 2단지) 202동 101호",126.7709309,37.5101527
부천시,중동,사임당어린이집,032-665-0582,어린이집,가정,14619,경기도 부천시 중동 1288번지 팰리스카운티 119동 102호,"경기도 부천시 원미구 중동로 107 119동 102호(중동, 팰리스카운티)",126.7659619,37.4917985
부천시,상동,꼬꼬마어린이집,032-237-0317,어린이집,가정,14597,경기도 부천시 상동 395번지 반달마을 삼익아파트 1830동 102호,"경기도 부천시 원미구 장말로 102 1830동 102호(상동,반달마을 삼익아파트)",126.7532967,37.4933441
부천시,중동,위브꿈어린이집,070-8278-1338,어린이집,가정,14550,경기도 부천시 중동 1104번지 꿈마을삼환아파트 1002동 103호,"경기도 부천시 원미구 옥산로 81 1002동 103호(중동, 꿈마을삼환아파트)",126.7796265,37.5008997
부천시,원종동,원종어린이집,032-682-4398,어린이집,국공립,14413,경기도 부천시 원종동 332-7번지,경기도 부천시 오정구 고강로24번길 33 (원종동),126.8078518,37.5299685
부천시,심곡동,원미주사랑어린이집,032-662-5328,어린이집,가정,14615,경기도 부천시 심곡동 801번지 태승훼미리아파트 101동 102호,"경기도 부천시 원미구 장말로 300 101동 102호(심곡동, 태승훼미리아파트)",126.7751011,37.4909369
부천시,범박동,현대어린이집,032-351-3938,어린이집,민간,14777,경기도 부천시 범박동 152-2번지 현대홈타운4단지관리동,"경기도 부천시 소사구 범안로96번길 23 (범박동,현대홈타운4단지관리동)",126.808333,37.4727483
부천시,범박동,현대아이스쿨어린이집,032-351-3937,어린이집,민간,14773,경기도 부천시 범박동 150-2번지 현대홈타운6단지관리동,"경기도 부천시 소사구 은성로 172  -9 (범박동,현대홈타운6단지관리동)",126.8061194,37.4701786
부천시,범박동,현대신기어린이집,032-341-0470,어린이집,민간,14778,경기도 부천시 범박동 151-2번지 현대홈타운 5단지 관리동 1층,경기도 부천시 소사구 범안로 130-21 현대홈타운 5단지 관리동 1층,126.8079688,37.4701708
부천시,중동,허브어린이집,032-682-2102,어린이집,가정,14533,경기도 부천시 중동 3-207번지 중동대림아파트 103동 103호,"경기도 부천시 원미구 계남로 261 103동 103호(중동, 중동대림아파트)",126.7785781,37.5066714
부천시,상동,행복한해나라어린이집,032-323-8811,어린이집,가정,14587,경기도 부천시 상동 550-1번지 행복한마을금호아파트 2403동 101호,"경기도 부천시 원미구 소향로 18 2403동 101호(상동, 행복한마을금호아파트)",126.7488073,37.5035088
부천시,춘의동,행복한아이어린이집,032-613-9090,어린이집,민간,14554,경기도 부천시 춘의동 221-26번지,경기도 부천시 원미구 부천로167번길 23-4,126.7847562,37.499345
부천시,심곡본동,행복한아이들어린이집,032-657-8257,어린이집,민간,14713,경기도 부천시 심곡본동 682-9번지,경기도 부천시 소사구 성주로255번길 28 (심곡본동),126.7804342,37.4815116
부천시,원종동,행복한 어린이집,032-677-1116,어린이집,가정,14418,경기도 부천시 원종동 295번지 동제 이지안 아파트 201동 101호 1층,"경기도 부천시 오정구 원종로93번길 51 201동 101호(원종동, 동제 이지안 아파트)1층",126.8102679,37.5265954
부천시,도당동,아이랑어린이집,032-672-0780,어린이집,가정,14480,경기도 부천시 도당동 50-4번지 대건아파트 105호,경기도 부천시 원미구 부천로354번길 57 대건아파트 105호 (도당동),126.7876502,37.5157053
부천시,여월동,아이뜰어린이집,032-201-9774,어린이집,가정,14479,경기도 부천시 여월동 340번지 여월휴먼시아3단지아파트 311동 105호,"경기도 부천시 오정구 여월로 60-1 311동 105호(여월동, 여월휴먼시아3단지아파트)",126.806277,37.5107133
부천시,괴안동,아이나라어린이집,032-341-4402,어린이집,가정,14696,경기도 부천시 괴안동 70-16번지,경기도 부천시 소사구 안곡로 31-2 (괴안동),126.8060369,37.4793327
부천시,약대동,숲속나라어린이집,032-326-2173,어린이집,가정,14500,경기도 부천시 약대동 181번지 약대아이파크1단지 109동104호 1층,"경기도 부천시 원미구 평천로 679 109동104호(약대동, 약대아이파크1단지)1층",126.7665639,37.5163503
부천시,송내동,아이꿈어린이집,032-668-6301,어린이집,민간,14733,경기도 부천시 송내동 454-10번지,경기도 부천시 소사구 경인로120번길 96 (송내동),126.7685408,37.479831
부천시,송내동,아름솔어린이집,032-657-0555,어린이집,가정,14722,경기도 부천시 송내동 372번지 중동역푸르지오아파트 105동 101호,"경기도 부천시 소사구 중동로 64 105동 101호(송내동, 중동역푸르지오아파트)",126.7656338,37.4853431
부천시,원미동,아름드리나무어린이집,032-657-6236,어린이집,민간,14571,경기도 부천시 원미동 118-3번지,경기도 부천시 원미구 조종로36번길 11 (원미동),126.7887744,37.4924686
부천시,소사본동,아롱별어린이집,032-351-3336,어린이집,가정,14763,경기도 부천시 소사본동 277-12번지 한신 109동 104호,"경기도 부천시 소사구 은성로76번길 17 109동 104호(소사본동, 한신)",126.7992306,37.4743406
부천시,심곡본동,아남어린이집,032-652-3919,어린이집,가정,14748,경기도 부천시 심곡본동 634번지 아남아파트,"경기도 부천시 소사구 심곡로 83 , 108호 (심곡본동,아남아파트)",126.7754148,37.4767917
부천시,중동,하나어린이집,032-324-3656,어린이집,가정,14511,경기도 부천시 중동 1028번지 한라마을주공2차아파트 104동 101호,"경기도 부천시 원미구 계남로 115 104동 101호(중동, 한라마을주공2차아파트)",126.7618285,37.5086715
부천시,원미동,풍림어린이집,032-611-0700,어린이집,민간,14645,경기도 부천시 원미동 114-1번지,경기도 부천시 원미구 원미로 98,126.7910391,37.4913518
부천시,상동,푸른어린이집,032-324-6315,어린이집,가정,14588,경기도 부천시 상동 551-2번지 푸른마을한라아파트 2508동 104호,"경기도 부천시 원미구 송내대로205번길 28 2508동 104호(상동, 푸른마을한라아파트)",126.7558056,37.5021359
부천시,중동,푸른숲어린이집,032-661-4847,어린이집,가정,14550,경기도 부천시 중동 1103번지 꿈마을동아아파트 1016동 101호,"경기도 부천시 원미구 옥산로 71 1016동 101호(중동, 꿈마을동아아파트)",126.7806925,37.4998854
부천시,심곡본동,푸른별어린이집,032-652-7032,어린이집,민간,14748,경기도 부천시 심곡본동 622-6번지,경기도 부천시 소사구 심곡로67번길 5 (심곡본동),126.7751855,37.4778472
부천시,중동,푸른나무어린이집,032-668-0702,어린이집,가정,14550,경기도 부천시 중동 1104번지 꿈마을 1010동 101호,"경기도 부천시 원미구 옥산로 83 1010동 101호(중동,꿈마을)",126.7791026,37.5021601
부천시,송내동,푸르지오예꿈어린이집,032-661-2042,어린이집,가정,14723,경기도 부천시 송내동 377-7번지 부천중동역푸르지오2차아파트 206동 101호,"경기도 부천시 소사구 경인로117번길 27 206동 101호(송내동, 부천중동역푸르지오2차아파트)",126.7665914,37.4857126
부천시,춘의동,푸르미아어린이집,032-678-2535,어린이집,가정,14529,경기도 부천시 춘의동 141-2번지 우남푸르미아아파트 105동 105호,"경기도 부천시 원미구 길주로377번길 13 105동 105호(춘의동, 우남푸르미아 아파트)",126.7839428,37.5037801
부천시,중동,포도마을어린이집,032-653-8133,어린이집,가정,14583,경기도 부천시 중동 1170번지 포도마을아파트 826동 102호,"경기도 부천시 원미구 조마루로 135 826동 102호(중동,포도마을아파트)",126.7598963,37.5003062
부천시,상동,포그니어린이집,032-328-6962,어린이집,가정,14508,경기도 부천시 상동 525-3번지 라일락마을신성아파트 2316동 105호 1층,"경기도 부천시 원미구 도약로 36 2316동 105호(상동, 라일락마을신성아파트)1층",126.7523892,37.5120218
부천시,작동,페어차일드어린이집,070-4991-2950,어린이집,직장,14468,경기도 부천시 작동 5-1번지 실리콘하우스 내,경기도 부천시 오정구 삼작로 467 실리콘하우스내 (작동),126.8143668,37.5196426
부천시,심곡동,판타지아어린이집,032-612-0072,어린이집,민간,14628,경기도 부천시 심곡동 359-4번지,경기도 부천시 원미구 부일로394번길 20 (심곡동),126.773672,37.4863859
부천시,심곡본동,파랑새예쁜어린이집,032-657-0858,어린이집,민간,14713,경기도 부천시 심곡본동 678-12번지,경기도 부천시 소사구 경인로234번길 37 (심곡본동),126.7814293,37.4814558
부천시,원미동,파랑새어린이집,032-656-3783,어린이집,민간,14568,경기도 부천시 원미동 95-20번지 원미1동 95-20,경기도 부천시 원미구 원미로 127-1 원미1동 95-20,126.7909187,37.4939717
부천시,심곡본동,파랑새몬테소리어린이집,032-653-0858,어린이집,민간,14716,경기도 부천시 심곡본동 603-13번지,경기도 부천시 소사구 경인로206번길 70 (심곡본동),126.7774433,37.4804969
부천시,역곡동,파란하늘꿈어린이집,032-351-1003,어린이집,가정,14663,경기도 부천시 역곡동 409번지 부천동부센트레빌 201동 106호,"경기도 부천시 원미구 지봉로77번길 35 201동 106호(역곡동, 부천동부센트레빌)",126.8062748,37.4887792
